Assamese_Sentence	English_Translation
জাতি-মাটি-ভেটিৰ শ্ল’গান দিয়া দলটোৱে আনকি ৬নং দফাৰ প্ৰতিবেদন জমা দিয়াৰ পাছতেই দাৰি-কমাৰ লৈকে কাৰ্যকৰীকৰণ কৰা হ’ব বুলি প্ৰতিশ্ৰুতি দিছিল।	The party, which gave the slogan of jaati-maati-bhavishtha, even promised that the implementation would be done up to Dari-Kamar only after the submission of the report of Clause 6.
অসম অৰুণাচলৰ এই সীমা সমস্যাৰ বাবে কেইবাজনো অসমীয়া অৰুণাচলীৰ গুলীত মৃত্যু মুখত পৰিব লগা হোৱা বুলিও বুঢ়াগোহাইয়ে ব্যক্ত কৰে।	Bodhagohain also stated that several Assamese Arunachalees had to die in the firing due to this border problem in Assam and Arunachal.
সেই ব্যক্তিজনৰ লগত এজন প্ৰাক্তন কেন্দ্ৰীয় বিত্ত মন্ত্ৰী আৰু তেওঁৰ পুত্ৰ জড়িত থকা ২০১৮ চনৰ এক গোচৰৰ কথা মনত পেলাই দি সেই বিষয়াজন এতিয়া এখন ৰাজ্যৰ মুখ্য সচিব বুলি উল্লেখ কৰিছে।	Reminded of a 2018 case involving the man, a former Union finance minister, and his son, the officer now says he is the chief secretary of a state.
চিআইটি হোষ্টেলৰ এক অলিখিত নিয়ম অনুসৰি জন্মদিনৰ পাৰ্টীত হোষ্টেলৰ সন্মুখত থকা পুখুৰীত গা ধোৱাটো নিত্য নৈমিত্তিক কৰ্ম আৰু জন্মদিনৰ পাৰ্টী খাই গা ধুওতেই উক্ত ঘটনাটো সংঘটিত হয় ।	According to an unwritten rule of the CIT hostel, bathing in the pond in front of the hostel is a routine affair during a birthday party and the incident took place while the birthday party was eating and bathing.
সূর্য কুমাৰ যাদৱে কোৱাৰেইণ্টাইন সম্পূর্ণ কৰি দলত যোগদান কৰিছে আৰু বেটছমেনগৰাকীয়ে সতীর্থ কিৰণ প’লার্ড, ঈশান কিশন আৰু যশপ্রীত বুমৰাহৰ সৈতে জিমত অনুশীলন আৰম্ভ কৰিছে বুলি মুম্বাই ইণ্ডিয়ানছৰ বিবৃতিটোত সদৰী৷	Suryakumar Yadav has joined the team after completing his quarantine and the batsman has started practising in the gym with teammates Kieron Pollard, Ishan Kishan and Jasprit Bumrah, according to a Mumbai Indians statement.
লাহে লাহে মানুহজন সুস্থ হৈছে।	Slowly people are recovering.
বিশেষকৈ বৰাকত যোৱা সময়ছোৱাত অবাধ হাৰত চলি থকা এই চুপাৰি ব্যৱসায়ে ব্যাপক প্রসাৰ লাভ কৰাৰ লগতে এই ব্যৱসায়ক লৈ আৰম্ভ হৈছিল বৃহৎ ছিণ্ডিকেট৷	Especially during the last Barak period, this supari business, which was running at an unrestricted rate, got wide publicity and a large syndicate started in this business.
ৰ খং আৰু ৰোষৰ বলি হৈছে ইজনৰ পাছত সিজন নেতা ।	One leader after another is the victim of the anger and resentment of the people.
বিমল ৰংপি নামৰ এজন লোকৰ বিৰুদ্ধে অভিযোগ।	The complaint is against a man named Bimal Rongpi.
অন্তিম দিন অর্থাৎ ১০ ডিচেম্বৰৰ পূর্বে শিক্ষামন্ত্রী ডাঃ ৰণোজ পেগুৱে টুইটাৰযোগে চৰকাৰী, প্রাদেশীকৃত বিদ্যালয়ৰ সকলো শিক্ষককে নিজৰ তথ্য আপলোড কৰাৰ বাবে আহ্বান জনায়৷	Before the last day i.e. 10th December, Education Minister Dr. Ronoj Pegu took to Twitter to urge all the teachers of government, provincialized schools to upload their data.
দিল্লীৰ জামিয়া মিল্লিয়া ইছলমায়া আৰু এএমইউ বিশ্ববিদ্যালয়ৰ ছাত্ৰ সমাজে নাগৰিকত্ব সংশোধনী আইনৰ বিৰুদ্ধে গ্ৰহণ কৰা প্ৰতিবাদী কাৰ্যসূচীত হিংসাত্মক পৰিস্থিতিৰ সৃষ্টি হোৱাৰ পিছতে দিল্লীৰ বিভিন্ন প্ৰান্তত জাৰি কৰা হয় ১৪৪ ধাৰা।	Section 144 has been imposed in various parts of Delhi after violence broke out during a protest against the Citizenship Amendment Act by the student community of Jamia Millia Islamia and AMU University in Delhi.
কণ্ঠশিল্পী সীমান্ত শেখৰৰ বিৰুদ্ধে আদালতত গোচৰ	Court case against singer Seema Shekhar
আগন্তুক পৰীক্ষাৰ প্ৰশ্নকাকত বুলিও দিয়া আছে অন্য এটা লিংক।	Another link is also given in the question paper of the upcoming examination.
তেওঁৰ লগতে উপস্থিত থাকে মন্ত্ৰী পীয়ুষ হাজৰিকাও।	He was accompanied by Minister Piyush Hazarika.
নিজৰ সুবিধাৰ বাবে যিকোনো স্থানৰ পৰা অনলাইন শ্বপিঙৰ জৰিয়তে গ্ৰাহকসকলে নিজৰ পছন্দৰ সামগ্ৰী আমদানী কৰা হেতুকে ইয়াৰ সম্পূৰ্ণ প্ৰভাৱ স্থানীয় ব্যৱসায়ী প্ৰতিষ্ঠানত পৰা পৰিলক্ষিত হৈছে।	The full impact of this is being seen in the local business establishments as customers import their favorite products through online shopping from anywhere for their convenience.
কংগ্ৰেছ এতিয়া এটা নস্যাৎ দল, ইতিমধ্যেই নতুন দল খোলাসমূহ বিজেপিৰ বি টীম।	The Congress is now a defunct party, the new parties that have come up are the B-team of the BJP.
তিল তিলকৈ মৃত্যুৰ মুখলৈ গতি কৰা হাজাৰ হাজাৰ মানুহৰ দুখ-দুৰ্দশায়ো চকু সেমেকাব পৰা নাই ৰাজ্য চৰকাৰৰ।	The state government has failed to address the plight of thousands of people who are on the verge of death.
মুলত চহা মিছিং জনগোষ্ঠীৰ পৰম্পৰাগত কৃষিভিত্তিক উৎসৱ পঃৰাগ উৎসৱ অথবা নৰা চিঙা উৎসৱ হিচাপে, আলি আয়ে লৃগাংৰ দৰে ফাগুন মাহতে পালন কৰি আহিছে।	Originally as the traditional agrarian festival Pahrag Utsav or stubble burning festival of the Tea Mising tribe, Ali Aye has been celebrated in the same month of Phagun as Lirangang.
ইয়াৰ এটা ভিডিঅ’ প্ৰস্তুত কৰা হৈছে ।	A video of this was also released.
অভিযোগ অনুসৰি বিগত দুটা বছৰ খুওৱা নাই ছাত্ৰ-ছাত্ৰীক মধ্যাহ্ন ভোজন।	According to the complaint, the students have not been fed mid-day meals for the past two years.
পুনৰ যুদ্ধ বিৰতি উলংঘন পাকিস্তানৰ	Pakistan violates ceasefire again
লক্ষণীয়ভাৱে এপ্রিলৰ প্রথমভাগত দিল্লীত তাপমাত্র ৪০ ডিগ্রী চেণ্টিগ্রেডৰ ওপৰলৈ উঠিলে সেয়া অত্যধিক তাপমাত্রা হিচাপে গণ্য কৰা হয়৷	Notably, in early April, when the temperature rises above 40 ° C in Delhi, it is considered a high temperature.
লগতে তেওঁ ছিপাঝাৰৰ আন এগৰাকী তান্ত্ৰিক কাজল ভূঞাঁৰ নাম উচ্চাৰণ কৰি কয় যে কাজল ভূঞাঁই মৃত পুলকেশক ঘটনাটি সংঘটিত হোৱাৰ প্ৰায় এসপ্তাহ পূৰ্ৱে এটি গাহৰিৰ দাঁত আৰু দুটা নোম থকা মৃগৰ নাভি প্ৰদান কৰিছিল।	He also invokes the name of Kajal Bhuyan, another tantrik from Chupajhar, saying that Kajal Bhuyan had given the deceased Pulakeshin the navel of a deer with a boar's tusk and two claws about a week before the incident took place.
তপ্তিৰ কোনো ধৰণৰ শুংসূত্ৰ যদি কোনো লোকে লাভ কৰে তেনেক্ষেত্ৰত মোবাইল নং ৮৮২২৩৩২২৪৫ যোগাযোগ কৰিবলৈ আহ্বান জনাইছে পৰিয়াল তথা সন্মিলিত নাৰী মঞ্চৰ বিষয়ববীয়া সকলে।	The family members and the members of the women's forum have been asked to contact the mobile number 8822332245 in case anyone gets any information about Tapti.
